LAST SEEN             TYPE      REASON                   OBJECT                                  MESSAGE
20m                   Normal    Scheduled                Pod/cilium-krkrv                        Successfully assigned kube-system/cilium-krkrv to robotics-dev-control-plane3
20m                   Normal    Scheduled                Pod/cilium-n5vps                        Successfully assigned kube-system/cilium-n5vps to robotics-dev-worker6
20m                   Normal    Scheduled                Pod/cilium-p6cjj                        Successfully assigned kube-system/cilium-p6cjj to robotics-dev-control-plane2
20m                   Normal    Scheduled                Pod/cilium-847cp                        Successfully assigned kube-system/cilium-847cp to robotics-dev-control-plane
20m                   Normal    Started                  Pod/cilium-p6cjj                        Started container mount-cgroup
20m                   Normal    Started                  Pod/cilium-2lw7f                        Started container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-2lw7f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-847cp                        Created container apply-sysctl-overwrites
20m                   Normal    Started                  Pod/cilium-847cp                        Started container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-plzx5                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Pulled                   Pod/cilium-j5t7r                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-j5t7r                        Created container mount-cgroup
20m                   Normal    Started                  Pod/cilium-j5t7r                        Started container mount-cgroup
20m                   Normal    Started                  Pod/cilium-plzx5                        Started container mount-cgroup
20m                   Normal    Created                  Pod/cilium-plzx5                        Created container mount-cgroup
20m                   Normal    Created                  Pod/cilium-2lw7f                        Created container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-9pjx9                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-9pjx9                        Created container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-n5vps                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-n5vps                        Created container mount-cgroup
20m                   Normal    Started                  Pod/cilium-9pjx9                        Started container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-p6cjj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-p6cjj                        Created container mount-cgroup
20m                   Normal    Started                  Pod/cilium-xr2sg                        Started container mount-cgroup
20m                   Normal    Created                  Pod/cilium-xr2sg                        Created container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-xr2sg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-krkrv                        Created container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-krkrv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-krkrv                        Started container mount-cgroup
20m                   Normal    Started                  Pod/cilium-n5vps                        Started container mount-cgroup
20m                   Normal    Pulled                   Pod/cilium-847cp                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Pulled                   Pod/cilium-n5vps                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-j5t7r                        Started container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-p6cjj                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-krkrv                        Started container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-krkrv                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-krkrv                        Created container mount-bpf-fs
20m                   Normal    Pulled                   Pod/cilium-xr2sg                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Created                  Pod/cilium-xr2sg                        Created container apply-sysctl-overwrites
20m                   Normal    Started                  Pod/cilium-xr2sg                        Started container apply-sysctl-overwrites
20m                   Normal    Pulled                   Pod/cilium-2lw7f                        Container image "quay.io/cilium/cilium:v1.18.2@sha256:858f807ea4e20e85e3ea3240a762e1f4b29f1cb5bbd0463b8aa77e7b097c0667" already present on machine
20m                   Normal    Started                  Pod/cilium-p6cjj                        Started container apply-sysctl-overwrites
20m                   Normal    Created                  Pod/cilium-p6cjj                        Created container apply-sysctl-overwrites
20m                   Normal    Created                  Pod/cilium-2lw7f                        Created container mount-bpf-fs
20m                   Normal    Created                  Pod/cilium-n5vps                        Created container apply-sysctl-overwrites
20m                   Normal    Started                  Pod/cilium-9pjx9                        Started container apply-sysctl-overwrites
20m                   Normal    Created                  Pod/cilium-j5t7r                        Created container apply-sysctl-overwrites
20m                   Normal    Created                  Pod/cilium-9pjx9                        Created container apply-sysctl-overwrites
